Store_id,Store_Name,Biz_Name,Address,City,Province,Postal Code,Latitude,Longitude,Rating,Types
25103811,"Cosmetics,-Beauty-Calgary",Red Beauty & Massage Centre,102 8th Ave SW,Calgary,Alberta,T2P 1B5,51.0457801,-114.0634006,,"point_of_interest, establishment"
25055079,"Cosmetics,-Beauty-Calgary",Beauty Boutique by Shoppers Drug Mart,4307 130 Ave SE #74,Calgary,Alberta,T2Z 3V8,50.9304438,-113.9731039,,"store, point_of_interest, establishment"
25052457,"Cosmetics,-Beauty-Edmonton",Beauty Boutique by Shoppers Drug Mart,9134 23 Ave,Edmonton,Alberta,T6N 1H9,53.4527525,-113.4697584,5,"store, point_of_interest, establishment"
1112546420,"Cosmetics,-Beauty-Edmonton",Sally Beauty,6012 82 Avenue Northwest,Edmonton,Alberta,T6B 0E7,53.5182392,-113.4265882,3.4,"store, point_of_interest, establishment"
1112456264,"Cosmetics,-Beauty-Edmonton",LUSH,18927 81a Avenue NW,Edmonton,Alberta,T5T 5C3,53.5141429,-113.6504664,4.5,"store, point_of_interest, establishment"
1112347584,"Cosmetics,-Beauty-Abbotsford",Beauty Boutique by Shoppers Drug Mart,1975 McCallum Rd,Abbotsford,British Columbia,V2S 3N3,49.0382941,-122.2936298,,"store, point_of_interest, establishment"
112411781,"Cosmetics,-Beauty-Port-Moody",MD Cosmetic & Laser Clinic,775 Appleyard Court,Port Moody,British Columbia,V3H 3X1,49.286689,-122.826689,4.6,"beaty_salon, hair_care, spa, store, health, point_of_interest, establishment"
25060354,"Cosmetics,-Beauty-Vancouver",LUSH,955 Hornby St,Vancouver,British Columbia,V6Z 1V3,49.2809675,-123.124656,4.3,"store, point_of_interest, establishment"
24908475,"Cosmetics,-Beauty-Winfield",The Strand Hair Company,10836 Sherman Drive,Winfield,British Columbia,V4V 1W8,50.0401371,-119.3908887,4.9,"beaty_salon, point_of_interest, establishment"
24998320,"Cosmetics,-Beauty-Angus",Radiant Beauty by Dawn,7 Commerce Road,Angus,Ontario,L0M 1B2,44.3295517,-79.8901003,5,"beaty_salon, hair_care, health, point_of_interest, establishment"
25001105,"Cosmetics,-Beauty-Orangeville",Beauty Boutique by Shoppers Drug Mart,65 Broadway,Orangeville,Ontario,L9W 1J4,43.9206407,-80.0923177,3,"store, point_of_interest, establishment"
112347797,"Cosmetics,-Beauty-Sudbury",Beauty Boutique by Shoppers Drug Mart,900 Lasalle Boulevard,Sudbury,Ontario,,46.5229771,-80.9601916,,"store, point_of_interest, establishment"
25103441,"Cosmetics,-Beauty-Toronto",Beauty Boutique by Shoppers Drug Mart,3024 Dundas Street West,Toronto,Ontario,M6P 1Z3,43.6658008,-79.4701907,5,"store, point_of_interest, establishment"
25105028,"Cosmetics,-Beauty-Toronto",Benefit Boutique Toronto,1 Eglinton Ave East,Toronto,Ontario,M4P 3A1,43.7065792,-79.3978503,4.3,"beaty_salon, point_of_interest, establishment"
1112353534,"Cosmetics,-Beauty-Montreal",LUSH,4060 Rue Sainte-Catherine O.,Montreal,Quebec,H3Z 2Z3,45.4876346,-73.5861537,4.5,"store, point_of_interest, establishment"
10785014,Crabtree-&-Evelyn-Calgary,Crabtree & Evelyn,3625 Shaganappi Tr. N. W.,Calgary,Alberta,T3A 0E2,51.084709,-114.154918,5,"clothing_store, store, point_of_interest, establishment"
10785104,Crabtree-&-Evelyn-Edmonton,Crabtree & Evelyn,11100-51st Ave.  Unit 13A,Edmonton,Alberta,T6H 4M6,53.4856255,-113.5140791,4,"clothing_store, store, point_of_interest, establishment"
10785105,Crabtree-&-Evelyn-Edmonton,Crabtree & Evelyn,8882-170 Street Suite 2890,Edmonton,Alberta,T5T 3J7,53.522446,-113.6193367,,"clothing_store, store, point_of_interest, establishment"
10785072,Crabtree-&-Evelyn-Burnaby,Crabtree & Evelyn,4820 Kingsway Rd. Unit 246,Burnaby,British Columbia,V5H 4P1,49.2262887,-122.9961663,1,"store, point_of_interest, establishment"
10785071,Crabtree-&-Evelyn-Richmond,Crabtree & Evelyn,6551 #3 Road Suite 1916,Richmond,British Columbia,V6Y 2B6,49.1660053,-123.1385914,3.4,"clothing_store, store, point_of_interest, establishment"
10785070,Crabtree-&-Evelyn-Vancouver,Crabtree & Evelyn,650 West 41st Ave.,Vancouver,British Columbia,V5Z 2M9,49.2319166,-123.1179691,2,"clothing_store, store, point_of_interest, establishment"
10785074,Crabtree-&-Evelyn-Vancouver,Crabtree & Evelyn,701 West Georgia Street,Vancouver,British Columbia,V7Y 1E4,49.2833332,-123.117736,,"store, point_of_interest, establishment"
10785003,Crabtree-&-Evelyn-Victoria,Crabtree & Evelyn Victoria Bay Centre,640 Fort Street,Victoria,British Columbia,V8W 3V2,48.4249058,-123.3668908,4.9,"store, point_of_interest, establishment"
10785075,Crabtree-&-Evelyn-West-Vancouver,Crabtree & Evelyn,724 Park Royal North,West Vancouver ,British Columbia,V7T 1H9,49.3280285,-123.1363155,4.7,"store, point_of_interest, establishment"
10785025,Crabtree-&-Evelyn-Etobicoke,Crabtree & Evelyn,25 The West Mall,Etobicoke,Ontario,M9C 1B8,43.6116933,-79.557183,,"home_goods_store, store, point_of_interest, establishment"
10785139,Crabtree-&-Evelyn-Newmarket,Crabtree & Evelyn,17600 Yonge Street #96,Newmarket,Ontario,L3Y 4Z1,44.056104,-79.4855044,5,"clothing_store, store, point_of_interest, establishment"
10785137,Crabtree-&-Evelyn-Niagara-on-the-Lake,"Crabtree & Evelyn, Niagara-on-the-Lake",15 Queen Street,Niagara-on-the-Lake,Ontario,L0S 1J0,43.255172,-79.0712224,,"store, point_of_interest, establishment"
10785079,Crabtree-&-Evelyn-Ottawa,Crabtree & Evelyn,100 Bayshore Drive,Ottawa,Ontario,K2B 8C1,45.3490049,-75.8049304,,"clothing_store, store, point_of_interest, establishment"
10785077,Crabtree-&-Evelyn-Ottawa,Crabtree & Evelyn,50 Rideau Street,Ottawa,Ontario,K1N 9J7,45.4252795,-75.6929819,3,"store, point_of_interest, establishment"
10785078,Crabtree-&-Evelyn-Ottawa,Crabtree & Evelyn,1200 St. Laurent Blvd.,Ottawa,Ontario,K1K 3B8,45.4219466,-75.6387057,,"store, point_of_interest, establishment"
10785023,Crabtree-&-Evelyn-Scarborough,Crabtree & Evelyn,300 Borough Drive,Scarborough,Ontario,M1P 4P5,43.7767555,-79.2590081,4,"point_of_interest, establishment"
10785024,Crabtree-&-Evelyn-Toronto,Crabtree & Evelyn,218 Yonge Street,Toronto,Ontario,M5B 2H6,43.653224,-79.3803279,4.4,"clothing_store, store, point_of_interest, establishment"
10785026,Crabtree-&-Evelyn-Toronto,Crabtree & Evelyn,3401 Dufferin Street,Toronto,Ontario, ,43.7246843,-79.4541729,5,"home_goods_store, store, point_of_interest, establishment"
10785030,Crabtree-&-Evelyn-Laval,Crabtree Et Evelyn,3003 Boul. Le Carrefour R029,Laval,Quebec,H7T 1C7,45.5700323,-73.7497317,4.5,"frnitre_store, home_goods_store, store, point_of_interest, establishment"
10785043,Crabtree-&-Evelyn-Montreal,Crabtree & Evelyn,1500 McGill College Ave.,Montreal,Quebec,H3A 3J5,45.5023402,-73.5723526,4,"clothing_store, store, point_of_interest, establishment"
10785027,Crabtree-&-Evelyn-Quebec-City,Crabtree & Evelyn,2452 Boul. Laurier,Quebec City,Quebec,G1V 2L1,46.7737129,-71.279074,,"clothing_store, store, point_of_interest, establishment"
10785029,Crabtree-&-Evelyn-ST.-BRUNO,Crabtree & Evelyn,46 BOUL DES PROMENADES,ST. BRUNO,Quebec,J3V 5K1,45.5054674,-73.381808,,"store, point_of_interest, establishment"
10785312,Crabtree-&-Evelyn-Ste-Foy,Crabtree & Evelyn,2452 Boul. Laurier,Ste-Foy,Quebec,G1V 2L1,46.7737129,-71.279074,,"clothing_store, store, point_of_interest, establishment"
11287816,L'Occitane-CALGARY,L'OCCITANE - L'OCCITANE EATONS CALGARY - THE CORE,"Calgary Eaton Centre \u2013 the Core, Unit 230",CALGARY,ALBERTA,T2P 4K8,51.046539,-114.0713161,4.8,"home_goods_store, store, point_of_interest, establishment"
11287817,L'Occitane-CALGARY,L'OCCITANE - L'OCCITANE CHINOOK,"Unit 0177, Chinook Centre",CALGARY,ALBERTA,T2H 0K9,50.9978137,-114.0739027,4,"home_goods_store, store, point_of_interest, establishment"
11287101,L'Occitane-EDMONTON,L'OCCITANE - L'OCCITANE WEST EDMONTON MALL,"West Edmonton Mall, Suite 2350, Phase III",EDMONTON,ALBERTA,T5T 4M2,53.522399,-113.626028,2.9,"home_goods_store, store, point_of_interest, establishment"
11286909,L'Occitane-KELOWNA,SEPHORA,Orchard Park Mall,KELOWNA,BRITISH COLUMBIA,V1Y 6H2,49.880243,-119.4400296,3.2,"clothing_store, store, health, point_of_interest, establishment"
11287884,L'Occitane-RICHMOND,L'Occitane,Unit 1552 \u2013 6551 No. 3 Road,RICHMOND,BRITISH COLUMBIA,V6Y 2B6,49.1660053,-123.1385914,3.5,"home_goods_store, store, point_of_interest, establishment"
11287885,L'Occitane-VANCOUVER,L'Occitane,"Park Royal Shopping Centre, Unit 939 South Park Royal",VANCOUVER,BRITISH COLUMBIA,,49.3252741,-123.1374424,5,"home_goods_store, store, point_of_interest, establishment"
11286999,L'Occitane-VANCOUVER,L'Occitane en Provence,765 Burrard Street,VANCOUVER,BRITISH COLUMBIA,V6Z 1X6,49.283833,-123.1223939,3.7,"store, point_of_interest, establishment"
11287000,L'Occitane-VANCOUVER,L'Occitane en Provence,3051 Granville Street,VANCOUVER,BRITISH COLUMBIA,V6H 3J9,49.2584321,-123.1389651,3.7,"store, point_of_interest, establishment"
11287778,L'Occitane-VICTORIA,L'Occitane,"The Bay Centre in Victoria, 1150 Douglas Street",VICTORIA,BRITISH COLUMBIA,V8W 3M9,48.4252022,-123.3665039,5,"home_goods_store, store, point_of_interest, establishment"
11287001,L'Occitane-WHISTLER,L'Occitane en Provence,"Unit 200, 4293 Mountain Square",WHISTLER,BRITISH COLUMBIA,V0N 1B4,50.1131973,-122.9557744,5,"store, point_of_interest, establishment"
11287749,L'Occitane-WINNIPEG,L'Occitane,Polo Park Mall,WINNIPEG,MANITOBA,R3G 0W4,49.8838269,-97.1989624,4.7,"home_goods_store, store, point_of_interest, establishment"
11288004,L'Occitane-OAKVILLE,L'Occitane,162 Lakeshore Road East,OAKVILLE,ON,L6J 1H4,43.4446883,-79.669065,4.3,"home_goods_store, store, point_of_interest, establishment"
11287097,L'Occitane-COLLINGWOOD,L'Occitane,Intrawest at Blue Mountain,COLLINGWOOD,ONTARIO,L9Y 3Z2,44.5031097,-80.3059768,4.8,"home_goods_store, store, point_of_interest, establishment"
11287863,L'Occitane-LONDON,L'OCCITANE,"Masonville Place, 1680 Richmond Street North",LONDON,ONTARIO,,43.025599,-81.2783801,3,"home_goods_store, store, point_of_interest, establishment"
11287890,L'Occitane-OTTAWA,L'OCCITANE - L'OCCITANE RIDEAU OTTAWA,"50, Rideau Centre",OTTAWA,ONTARIO,K1N 9J7,45.4251806,-75.6927327,4.4,"home_goods_store, store, point_of_interest, establishment"
11286963,L'Occitane-TORONTO,L'Occitane,102 Bloor St W.,TORONTO,ONTARIO,M5S 2X9,43.6695987,-79.3918249,3.7,"home_goods_store, store, point_of_interest, establishment"
11286964,L'Occitane-TORONTO,L'Occitane,2589 Yonge Street,TORONTO,ONTARIO,M4P 2J1,43.7144519,-79.3997526,3.5,"home_goods_store, store, point_of_interest, establishment"
11286965,L'Occitane-TORONTO,L'Occitane,"Box 144, Unit 1966A, Sherway Gardens",TORONTO,ONTARIO,M9C 1B8,43.607986,-79.5609707,3.8,"home_goods_store, store, point_of_interest, establishment"
11287861,L'Occitane-MONTRÉAL,L'OCCITANE - L'OCCITANE ROCKLAND,Unit 1170 - 2305 Chemin Rockland,MONTR\xc9AL,QU\xc9BEC,,45.5281968,-73.6481237,4.3,"home_goods_store, store, point_of_interest, establishment"
11287860,L'Occitane-MONTRÉAL,L'OCCITANE - L'OCCITANE VILLE MARIE,"1, place Ville Marie",MONTR\xc9AL,QU\xc9BEC,H3B 3Y1,45.5014025,-73.5691127,4.3,"home_goods_store, store, point_of_interest, establishment"
11286976,L'Occitane-MONTRÉAL,L'OCCITANE - L'OCCITANE VILLE MARIE,4972 Rue Sherbrooke Ouest,MONTR\xc9AL,QU\xc9BEC,H3Z 1H3,45.47729,-73.605019,4.3,"home_goods_store, store, point_of_interest, establishment"
11286977,L'Occitane-MONTRÉAL,L'OCCITANE - L'OCCITANE VILLE MARIE,1000 Av. Laurier Ouest,MONTR\xc9AL,QU\xc9BEC,H2V 2K8,45.5184371,-73.5964947,4.3,"home_goods_store, store, point_of_interest, establishment"
3676680,Sephora-Toronto,Sephora,Yorkdale Shopping Centre,Toronto, Ontario,Canada M6A 3A1,43.7254216,-79.4521064,2.1,"clothing_store, store, health, point_of_interest, establishment"
3676660,Sephora-Calgary,Sephora,Chinook,Calgary,Alberta,T2H 0K8,50.9984961,-114.0733449,2.4,"clothing_store, store, health, point_of_interest, establishment"
3676661,Sephora-Calgary,Sephora,Market Mall,Calgary,Alberta,T3A 0E2,51.0847904,-114.1554953,3,"clothing_store, store, health, point_of_interest, establishment"
3676662,Sephora-Calgary,Sephora,"Unit #222, 100 Anderson Road SE",Calgary,Alberta,T2J 3V1,50.9525539,-114.0662572,3.1,"clothing_store, store, health, point_of_interest, establishment"
3676663,Sephora-Edmonton,Sephora,West Edmonton,Edmonton,Alberta,T5T 4J2,53.5221383,-113.6181316,3.1,"clothing_store, store, point_of_interest, establishment"
3676657,Sephora-Burnaby,SEPHORA,216-4820 Kingsway,Burnaby,British Columbia,V5H 4P1,49.225512,-122.997561,3,"clothing_store, store, health, point_of_interest, establishment"
3676655,Sephora-Coquitlam,SEPHORA,2929 Barnet Highway,Coquitlam,British Columbia,V3B 5R5,49.2774501,-122.8022879,4,"clothing_store, store, health, point_of_interest, establishment"
3676656,Sephora-Kelowna,SEPHORA,Suite #935-2271 Harvey Avenue,Kelowna,British Columbia,V1Y 6H2,49.8818055,-119.4378677,3.2,"clothing_store, store, health, point_of_interest, establishment"
3676658,Sephora-Richmond,SEPHORA,6551 No. 3 Road,Richmond,British Columbia,V6Y 2B6,49.1660053,-123.1385914,2.6,"clothing_store, store, health, point_of_interest, establishment"
3676681,Sephora-Vancouver,SEPHORA,Pacific Centre,Vancouver,British Columbia,V7Y 1E4,49.2833284,-123.1178088,2.9,"clothing_store, store, health, point_of_interest, establishment"
3676659,Sephora-Victoria,Sephora,"Sephora Victoria, Suite 147A-3147",Victoria,British Columbia,V8Z 6E3,48.446799,-123.370863,3.9,"clothing_store, store, health, point_of_interest, establishment"
3676682,Sephora-Winnepeg,Sephora,Polo Park Shopping Centre,Winnepeg,Manitoba,R3G 0W4,49.8838269,-97.1989624,2.8,"clothing_store, store, health, point_of_interest, establishment"
3676668,Sephora-Halifax,SEPHORA,7001 Mumford Road Unit #103,Halifax,Nova Scotia,B3L 4N9,44.6493029,-63.618185,3.7,"clothing_store, store, health, point_of_interest, establishment"
3676683,Sephora-Burlington,SEPHORA,900 Maple Avenue; #AA19A,Burlington,Ontario,L7S 2J8,43.326036,-79.820549,2.9,"clothing_store, store, health, point_of_interest, establishment"
3676669,Sephora-Kitchener,SEPHORA,2960 Kingsway Drive,Kitchener,Ontario,N2C 1X1,43.4266049,-80.4386855,3.1,"clothing_store, store, health, point_of_interest, establishment"
3676684,Sephora-London,SEPHORA,1105 Wellington Road Unit #69,London,Ontario,N6E 1V4,42.9315865,-81.2246887,2.9,"clothing_store, store, health, point_of_interest, establishment"
3676665,Sephora-Mississauga,SEPHORA,Square One Shopping Centre,Mississauga,Ontario,L5B 2C9,43.5926695,-79.6427339,2.1,"clothing_store, store, health, point_of_interest, establishment"
