Province,StationID,Name,Latitude,Longitude,Postal Code,Date/Time,Year,Month,Mean Max Temp C,Mean Min Temp C,Mean Min Temp Flag,Temp Flag,Mean Temp C,Mean Temp Flag,Ext Max Temp,Ext Max Temp Flag,Ext Min Temp,Ext Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (mm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day,Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-01,2006,1,4.6,,-1.3,E,1.7,E,12,,-7,,76.2,,5,,81.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-02,2006,2,2.3,,-5.3,E,-1.5,E,11,,-16,,47.8,,4.4,,52.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-03,2006,3,7.5,,-2,E,2.8,E,18,S,-8,,66.8,,1,,67.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-04,2006,4,16.8,,4.5,,10.6,,26.5,,-4.5,,66.2,,1,,67.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-05,2006,5,20.7,,10.3,E,15.5,E,33,,3,S,138.8,,0,,138.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-06,2006,6,25.6,E,15.4,E,20.6,E,31.5,E,7,E,58.8,I,0,,58.8,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-07,2006,7,29.3,E,18.9,E,24.1,E,35,,11,,77.2,,0,,77.2,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-08,2006,8,27.9,E,18,E,23,E,35.5,E,11.5,E,109,,0,,109,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-09,2006,9,21.7,E,12.3,E,17.2,I,28,E,4,E,112,E,0,,112,E,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-10,2006,10,14,E,5.6,E,9.8,E,25,,-2.5,,124.8,,0,T,124.8,,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-11,2006,11,9.2,E,1.7,E,5.5,E,18,,-4,S,103,I,0,T,103,I,0,,,,,
ON,4607,AMHERSTBURG,42.1,-83.09,N9V 1N4,2006-12,2006,12,5.8,E,-0.4,E,2.7,E,12.5,,-8,,70.2,,0,T,70.2,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-01,2006,1,-1.1,E,-9.9,,-5.5,E,9.5,,-25.5,,40.2,,45.6,,85.8,,22,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-02,2006,2,-3.1,E,-12.2,E,-7.7,E,6.5,,-23,,34.6,,20,,54.6,,,M,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-03,2006,3,3.2,,-6.5,,-1.7,,21.5,,-19.5,,22.6,,5,,27.6,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-04,2006,4,13.2,,1.2,,7.2,,23,,-8,,60.6,,1.2,,61.8,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-05,2006,5,19.6,,8.4,,14,,31,,-3,,125.2,,0,,125.2,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-06,2006,6,24,E,13.2,,18.6,E,30,,6,S,133.4,,0,,133.4,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-07,2006,7,27.7,,16,,21.9,,33,S,10.5,,79.2,,0,,79.2,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-08,2006,8,25.2,E,12.9,,19.1,E,36,,6,,29.4,E,0,,29.4,E,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-09,2006,9,19.1,I,7.6,I,13.1,I,27,I,-2,I,169.2,,0,,169.2,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-10,2006,10,11.8,,3.1,,7.5,,21.5,,-3,,111.6,,0,T,111.6,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-11,2006,11,7.6,,0,,3.8,,15,,-7.5,,104.8,,1,,105.8,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-12,2006,12,2.3,,-5.3,,-1.5,,10.5,,-16.5,,52.2,,20,E,72.2,E,8,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-01,2006,1,-1.1,E,-9.9,,-5.5,E,9.5,,-25.5,,40.2,,45.6,,85.8,,22,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-02,2006,2,-3.1,E,-12.2,E,-7.7,E,6.5,,-23,,34.6,,20,,54.6,,,M,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-03,2006,3,3.2,,-6.5,,-1.7,,21.5,,-19.5,,22.6,,5,,27.6,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-04,2006,4,13.2,,1.2,,7.2,,23,,-8,,60.6,,1.2,,61.8,,0,,,,,
ON,6901,APPLETON,45.19,-76.11,K0A 1A0,2006-05,2006,5,19.6,,8.4,,14,,31,,-3,,125.2,,0,,125.2,,0,,,,,
