Province,StationID,Name,Latitude,Longitude,Postal Code,Year,Month,Day,Time,Temp (°C),Dew Point Temp (°C),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,0:00,18.7,12.5,,,,100.12,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,1:00,18.1,12.3,,,,100.12,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,2:00,17.8,12.2,,,,100.11,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,3:00,17.9,11.6,,,,100.13,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,4:00,17.6,11.8,,,,100.16,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,5:00,16.8,12,,,,100.19,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,6:00,16.1,12,,,,100.26,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,7:00,16.7,12.1,,,,100.29,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,8:00,18.3,12.3,,,,100.29,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,9:00,19.3,12.5,,,,100.35,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,10:00,20,11.5,,,,100.38,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,11:00,21.8,11.3,,,,100.37,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,12:00,22,11.6,,,,100.35,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,13:00,21.8,10.4,,,,100.37,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,14:00,22.7,11.1,,,,100.36,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,15:00,21.6,10.8,,,,100.38,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,16:00,21.8,10.9,,,,100.38,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,17:00,21.5,11.1,,,,100.43,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,18:00,20.1,12.2,,,,100.46,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,19:00,20.1,12.9,,,,100.52,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,20:00,19.6,12.2,,,,100.61,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,21:00,19,12.2,,,,100.68,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,22:00,18.6,11.8,,,,100.72,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,1,23:00,18.2,11.5,,,,100.75,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,0:00,18,11.8,,,,100.78,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,1:00,17.3,10.8,,,,100.8,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,2:00,16.7,10.7,,,,100.81,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,3:00,16.1,10.1,,,,100.81,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,4:00,15.5,10,,,,100.85,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,5:00,15,9.6,,,,100.91,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,6:00,14.6,9.6,,,,100.97,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,7:00,15,9.7,,,,101.03,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,8:00,16.4,9.9,,,,101.06,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,9:00,17.6,9.9,,,,101.08,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,10:00,19.5,9,,,,101.09,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,11:00,21.4,9.1,,,,101.1,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,12:00,21.9,8.4,,,,101.09,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,13:00,22.4,9.4,,,,101.05,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,14:00,22,11.7,,,,101.01,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,15:00,23.3,12.2,,,,100.96,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,16:00,21.4,12.1,,,,100.95,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,17:00,21,12.3,,,,100.92,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,18:00,20.8,12.1,,,,100.9,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,19:00,19.7,11.9,,,,100.94,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,20:00,19.4,10.6,,,,100.99,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,21:00,18.3,10.6,,,,101.01,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,22:00,17.1,10.5,,,,101.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,2,23:00,17,10.6,,,,101.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,0:00,15.9,10.8,,,,101,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,1:00,16.7,10.9,,,,101.05,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,2:00,16.3,10.5,,,,101.03,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,3:00,15.7,10.2,,,,101.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,4:00,15.5,9.9,,,,101.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,5:00,15.5,9.6,,,,101.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,6:00,15.3,9.1,,,,101.1,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,7:00,16.2,8.8,,,,101.13,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,8:00,17.8,10,,,,101.17,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,9:00,19.2,11.5,,,,101.19,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,10:00,20.8,10.8,,,,101.19,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,11:00,21.5,11.2,,,,101.17,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,12:00,22,10.8,,,,101.13,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,13:00,22.5,10.3,,,,101.11,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,14:00,22.1,9.6,,,,101.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,15:00,22.4,10.1,,,,100.98,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,16:00,21.5,10.7,,,,100.94,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,17:00,21,9.7,,,,100.93,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,18:00,20.5,10.4,,,,100.91,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,19:00,19.8,10.7,,,,100.94,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,20:00,19.4,11.9,,,,100.99,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,21:00,18.5,12.2,,,,100.99,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,22:00,18.5,12.1,,,,101,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,3,23:00,17.4,12.1,,,,101.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,0:00,16.8,12,,,,101.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,1:00,15.7,11.4,,,,101.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,2:00,16.4,11.8,,,,101,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,3:00,15.3,11.5,,,,101,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,4:00,15.4,11.1,,,,101.05,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,5:00,14.7,10.8,,,,101.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,6:00,14.5,10.7,,,,101.11,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,7:00,16.3,11.4,,,,101.17,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,8:00,18.9,12.9,,,,101.2,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,9:00,20.5,13.2,,,,101.21,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,10:00,22.3,13,,,,101.23,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,11:00,22.2,13.5,,,,101.22,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,12:00,23.1,14.3,,,,101.22,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,13:00,22.8,13,,,,101.16,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,14:00,22.7,12.7,,,,101.1,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,15:00,23.5,12.6,,,,101.08,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,16:00,22.5,10.2,,,,101.04,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,17:00,22.9,10.2,,,,101.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,18:00,21.9,12.2,,,,101.03,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,19:00,21.2,13.3,,,,101.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,20:00,20.5,13.9,,,,101.03,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,21:00,19.3,14.4,,,,101.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,22:00,18.8,14.5,,,,101.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,4,23:00,18.8,15.3,,,,101.05,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,0:00,18.5,14.9,,,,101.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,1:00,17.8,14.7,,,,101,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,2:00,17.5,15,,,,100.99,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,3:00,17.1,15.1,,,,101.01,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,4:00,16.8,14.7,,,,101.03,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,5:00,16.4,14.2,,,,101.06,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,6:00,16.8,15.2,,,,101.11,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,7:00,18.2,15.7,,,,101.14,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,8:00,20.6,17.6,,,,101.12,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,9:00,22.3,17.5,,,,101.11,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,10:00,24.6,17.7,,,,101.06,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,11:00,25,16.1,,,,101.05,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,12:00,26.2,15,,,,100.99,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,13:00,26.7,13.7,,,,100.96,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,14:00,27.9,12.2,,,,100.84,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,15:00,27.5,13.6,,,,100.73,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,16:00,26.8,13.7,,,,100.68,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,17:00,25.8,15.3,,,,100.64,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,18:00,25.1,15.8,,,,100.6,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,19:00,23.8,16.1,,,,100.63,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,20:00,22.3,16.6,,,,100.67,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,21:00,22.4,15.9,,,,100.68,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,22:00,21.2,16.4,,,,100.7,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,5,23:00,20.7,17,,,,100.72,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,0:00,20.3,16.5,,,,100.68,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,1:00,20,15.8,,,,100.65,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,2:00,20.5,15.5,,,,100.62,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,3:00,20.1,15.2,,,,100.59,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,4:00,20,15.2,,,,100.59,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,5:00,19.6,15,,,,100.6,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,6:00,20.4,15.4,,,,100.61,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,7:00,21.7,16.4,,,,100.62,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,8:00,22.8,16.4,,,,100.57,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,9:00,24.1,17.6,,,,100.6,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,10:00,25.7,17.7,,,,100.62,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,11:00,26.5,17.8,,,,100.61,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,12:00,27.7,17.5,,,,100.59,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,13:00,29.3,18.2,,,,100.53,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,14:00,29.1,19.5,,,,100.44,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,15:00,28.6,19.1,,,,100.38,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,16:00,27.5,18.9,,,,100.34,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,17:00,27.3,18.9,,,,100.35,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,18:00,26.4,18.3,,,,100.33,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,19:00,25.4,18.1,,,,100.31,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,20:00,25.1,18.8,,,,100.3,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,21:00,24.8,20,,,,100.28,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,22:00,24.1,19.9,,,,100.31,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,6,23:00,24.2,20.1,,,,100.29,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,0:00,24,19.8,,,,100.27,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,1:00,23.1,19.9,,,,100.24,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,2:00,23,19.9,,,,100.23,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,3:00,22.8,19.7,,,,100.24,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,4:00,23,20.2,,,,100.22,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,5:00,23.1,20.2,,,,100.22,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,6:00,23.2,20.2,,,,100.22,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,7:00,23.4,20.4,,,,100.24,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,8:00,25.2,21.4,,,,100.28,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,9:00,26.5,21.7,,,,100.26,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,10:00,28.6,22.1,,,,100.24,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,11:00,29.4,22.2,,,,100.22,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,12:00,30.4,21.7,,,,100.17,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,13:00,31.5,21.4,,,,100.1,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,14:00,31.9,21.5,,,,100.01,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,15:00,31.9,21.4,,,,99.92,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,16:00,33.6,19.7,,,,99.87,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,17:00,32.2,20.3,,,,99.85,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,18:00,31.5,20.1,,,,99.84,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,19:00,24.4,21.6,,,,99.95,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,20:00,24.8,23.1,,,,100,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,21:00,23.1,21.1,,,,99.97,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,22:00,21.2,19.2,,,,100.05,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,7,23:00,21.5,20.3,,,,99.87,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,0:00,22.2,20.8,,,,99.86,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,1:00,22.4,21,,,,99.85,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,2:00,22.7,21.5,,,,99.76,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,3:00,22.8,21.6,,,,99.72,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,4:00,22.9,21.7,,,,99.66,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,5:00,22.9,21.7,,,,99.59,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,6:00,23.2,21.9,,,,99.6,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,7:00,23.5,22.1,,,,99.57,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,8:00,24.7,22.6,,,,99.51,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,9:00,25.7,22.9,,,,99.5,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,10:00,26.6,22.2,,,,99.53,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,11:00,28,22.3,,,,99.53,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,12:00,28.6,21,,,,99.48,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,13:00,29.3,20.9,,,,99.45,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,14:00,29.5,19.4,,,,99.37,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,15:00,29.9,20.2,,,,99.31,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,16:00,29.7,19.9,,,,99.31,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,17:00,29.5,19.7,,,,99.36,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,18:00,28.6,18.4,,,,99.39,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,19:00,27.4,19.4,,,,99.46,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,20:00,26.5,18.9,,,,99.56,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,21:00,25.9,19.1,,,,99.63,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,22:00,24.8,19.2,,,,99.66,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,8,23:00,24.3,19.2,,,,99.69,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,0:00,23.4,19.5,,,,99.7,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,1:00,23.4,19.5,,,,99.72,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,2:00,22.7,19.4,,,,99.77,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,3:00,21.9,19.2,,,,99.8,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,4:00,21.3,19.1,,,,99.84,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,5:00,21.6,18.7,,,,99.9,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,6:00,20.6,18.3,,,,99.97,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,7:00,21.9,18.3,,,,100,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,8:00,23.1,16.6,,,,100.02,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,9:00,24,14.5,,,,100.08,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,10:00,25.5,11.5,,,,100.08,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,11:00,26.7,13.6,,,,100.1,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,12:00,27.9,13.2,,,,100.1,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,13:00,26.8,15.9,,,,100.1,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,14:00,27.2,14.7,,,,100.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,15:00,27.3,16,,,,100.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,16:00,26.5,14.9,,,,100.07,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,17:00,26.3,14.5,,,,100.1,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,18:00,26,15.3,,,,100.11,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,19:00,25.8,13.6,,,,100.15,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,20:00,24.2,12.7,,,,100.19,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,21:00,23.6,10.9,,,,100.18,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,22:00,23.2,10.6,,,,100.18,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,9,23:00,22.8,10.7,,,,100.17,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,0:00,22.2,13.6,,,,100.14,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,1:00,22,15.4,,,,100.09,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,2:00,22,17.3,,,,100,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,3:00,21.9,17.8,,,,99.99,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,4:00,21.3,17.7,,,,99.98,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,5:00,21.6,17.4,,,,99.98,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,6:00,21.6,17.4,,,,99.98,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,7:00,21.7,18.5,,,,99.85,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,8:00,22.1,19.6,,,,99.72,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,9:00,23.2,19.1,,,,99.69,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,10:00,22.3,19.8,,,,99.67,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,11:00,22.8,20.9,,,,99.54,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,12:00,23.2,21,,,,99.45,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,13:00,26.9,21.8,,,,99.35,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,14:00,27.5,20.7,,,,99.26,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,15:00,28.2,20.3,,,,99.25,NA
ON,31688,TORONTO CITY,43.67,-79.4,X9X X9X,2016,9,10,16:00,27.9,19.6,,,,99.2,NA
